Region,Year,Month,Food,Alcoholic_beverages,Housing,Apparel,Transportation,Healthcare,Entertainment,Education_and_communication,Other_goods_and_services
Midwest,2017,Annual,574.22,41.59,1528.3,145.51,798.78,444.62,285.81,94.66,905.17
Midwest,2018,Jan,578.22,42.25,1543.62,143.88,815.88,445.7,287.52,94.94,913.24
Midwest,2018,Feb,578.84,42.38,1549.4,147.83,815.32,446.48,287.73,94.82,902.76
Midwest,2018,Mar,578.0,42.35,1552.44,148.37,819.92,446.88,287.21,94.6,912.0
Midwest,2018,Apr,580.98,42.3,1555.5,148.01,829.81,447.07,287.63,94.54,928.8
Midwest,2018,May,579.95,42.1,1562.2,146.5,846.45,449.12,287.41,94.65,927.15
Midwest,2018,Jun,581.08,42.08,1568.65,144.54,847.71,448.77,287.31,94.71,927.35
Midwest,2018,Jul,581.39,41.96,1570.86,140.12,846.83,448.44,286.7,94.96,929.74
Midwest,2018,Aug,579.45,41.92,1574.3,139.68,844.98,449.36,283.92,95.25,929.75
Midwest,2018,Sep,580.98,42.3,1575.76,146.73,838.82,450.28,283.48,95.06,930.98
Midwest,2018,Oct,581.27,42.52,1577.44,150.01,836.39,450.67,282.15,95.18,932.19
Midwest,2018,Nov,579.81,42.64,1576.09,145.35,816.34,451.97,281.91,94.62,935.08
Midwest,2018,Dec,580.76,42.66,1581.92,139.94,795.14,451.92,283.6,94.57,936.49
Midwest,2018,Annual,580.06,42.29,1565.68,145.08,829.47,448.89,285.55,94.82,925.46
Midwest,2019,Jan,583.97,42.7,1586.34,141.79,785.61,456.23,284.96,94.86,935.16
Midwest,2019,Feb,587.34,42.83,1590.99,146.47,804.1,455.45,284.5,94.85,941.8
Midwest,2019,Mar,586.11,42.8,1596.72,145.29,828.55,455.04,284.88,94.59,940.72
Midwest,2019,Apr,585.58,42.76,1598.77,143.08,846.88,451.8,284.39,94.56,943.97
Midwest,2019,May,588.59,42.63,1604.23,141.95,848.02,455.95,284.9,94.36,948.23
Midwest,2019,Jun,589.52,42.82,1610.19,140.9,841.08,457.64,284.37,94.51,944.9
Midwest,2019,Jul,588.44,42.97,1613.65,140.57,845.57,459.12,285.01,94.3,950.65
Midwest,2019,Aug,588.99,42.94,1614.04,143.61,836.21,463.85,285.04,94.55,951.16
Midwest,2019,Sep,590.23,42.87,1616.65,147.96,827.29,463.88,284.62,94.83,955.3
Midwest,2019,Oct,590.88,42.81,1616.16,148.37,826.36,470.81,285.63,94.81,958.68
Midwest,2019,Nov,591.17,42.79,1614.1,143.78,820.05,470.32,288.73,95.37,961.75
Midwest,2019,Dec,591.61,42.88,1618.69,137.99,819.57,468.39,289.19,95.35,959.14
Midwest,2019,Annual,588.54,42.82,1606.71,143.48,827.44,460.71,285.52,94.74,949.29
Midwest,2020,Jan,593.82,43.08,1625.3,140.71,820.37,470.32,290.83,95.52,964.36
Midwest,2020,Feb,595.85,43.1,1629.61,142.99,818.93,475.17,290.91,95.72,968.42
Midwest,2020,Mar,596.77,43.29,1628.24,141.43,793.71,476.1,290.68,95.65,972.42
Midwest,2020,Apr,603.69,43.12,1622.58,136.1,743.76,476.27,289.66,95.64,970.93
Midwest,2020,May,607.79,43.05,1631.63,131.98,749.36,477.72,289.13,95.59,969.29
Midwest,2020,Jun,610.0,43.36,1640.06,130.91,774.41,479.92,289.22,95.66,976.57
Midwest,2020,Jul,608.37,43.65,1641.36,131.02,798.06,480.99,285.54,96.73,974.32
Midwest,2020,Aug,606.55,43.76,1645.79,132.62,807.93,483.59,286.9,97.13,967.76
Midwest,2020,Sep,607.23,43.75,1646.86,137.07,805.22,484.31,291.0,97.35,970.38
Midwest,2020,Oct,609.95,43.81,1645.72,138.86,802.02,482.13,290.67,97.17,968.73
Midwest,2020,Nov,607.14,43.99,1649.36,134.56,797.53,481.37,291.87,96.66,971.5
Midwest,2020,Dec,608.27,43.95,1651.59,131.81,800.66,480.38,291.33,96.64,974.51
Midwest,2020,Annual,604.62,43.49,1638.17,135.84,792.66,479.02,289.81,96.29,970.76
Midwest,2021,Jan,612.05,44.15,1652.82,136.69,805.45,484.88,291.9,96.98,974.07
Midwest,2021,Feb,612.83,44.22,1661.22,140.02,823.79,487.27,295.27,97.18,974.64
Midwest,2021,Mar,613.78,43.84,1669.13,139.67,848.52,487.01,296.11,97.13,985.44
Midwest,2021,Apr,616.5,43.9,1677.8,138.38,876.25,485.3,297.35,97.05,989.8
Midwest,2021,May,620.57,44.34,1687.56,138.51,906.42,485.16,299.36,97.31,988.95
Midwest,2021,Jun,626.08,44.39,1701.99,136.34,939.25,483.95,297.5,97.45,987.27
Midwest,2021,Jul,630.56,44.53,1714.41,134.92,951.92,483.74,298.37,97.62,994.12
Midwest,2021,Aug,634.22,44.44,1721.1,135.62,947.72,485.29,298.03,97.25,1000.71
Midwest,2021,Sep,640.59,44.74,1730.85,139.29,938.91,483.67,295.75,97.65,999.59
Midwest,2021,Oct,646.7,44.41,1740.65,141.95,953.74,484.96,298.31,97.9,1011.47
Midwest,2021,Nov,650.25,44.45,1744.93,138.08,970.7,485.9,298.82,97.66,1014.49
Midwest,2021,Dec,654.13,44.7,1749.23,136.51,971.32,488.97,301.47,97.52,1014.33
Midwest,2021,Annual,629.86,44.34,1704.31,138.0,911.17,485.51,297.35,97.39,994.57
Midwest,2022,Jan,661.02,44.68,1755.65,140.98,982.59,492.4,304.88,97.74,1032.5
Midwest,2022,Feb,667.71,44.74,1767.24,145.43,998.59,492.18,307.82,98.16,1040.25
Midwest,2022,Mar,676.78,44.86,1777.4,145.71,1040.71,494.91,308.75,97.18,1045.49
Midwest,2022,Apr,685.74,45.43,1784.22,144.64,1046.6,495.89,310.91,97.05,1049.58
Midwest,2022,May,694.91,45.9,1806.91,144.33,1085.01,498.17,312.02,97.07,1057.85
Midwest,2022,Jun,700.48,46.07,1835.2,144.13,1130.21,501.31,310.81,97.04,1061.78
Midwest,2022,Jul,709.06,46.39,1838.75,142.55,1102.77,505.0,312.26,96.72,1067.55
Midwest,2022,Aug,716.35,46.38,1848.27,144.24,1063.47,507.92,314.05,97.13,1072.3
Midwest,2022,Sep,721.8,46.17,1855.89,147.58,1053.85,510.35,315.5,97.37,1078.55
Midwest,2022,Oct,724.68,46.83,1851.29,146.09,1061.84,508.64,320.25,97.03,1080.7
South,2012,Jan,506.41,30.96,1329.48,112.87,853.09,334.21,212.4,90.91,762.41
South,2012,Feb,506.58,31.11,1330.86,114.45,873.82,336.69,212.47,91.1,760.34
South,2012,Mar,506.79,31.11,1331.86,118.28,895.7,338.01,213.78,91.06,763.15
South,2012,Apr,508.42,31.18,1334.72,119.15,907.34,338.62,213.76,91.1,766.64
South,2012,May,507.59,31.16,1336.09,118.55,886.66,338.7,214.05,91.28,764.77
South,2012,Jun,508.68,31.14,1345.41,116.93,861.34,342.56,214.35,91.33,766.28
South,2012,Jul,508.78,31.1,1345.99,113.35,858.72,343.18,213.89,91.23,766.45
South,2012,Aug,509.77,30.88,1347.11,113.38,883.82,341.85,213.68,91.52,767.22
South,2012,Sep,510.67,30.84,1348.09,118.01,897.13,342.41,213.79,91.77,768.22
South,2012,Oct,512.44,30.95,1344.54,121.86,882.93,341.79,213.16,91.97,767.81
South,2012,Nov,511.62,31.03,1345.41,119.87,859.13,343.27,213.37,92.01,770.54
South,2012,Dec,512.5,31.13,1347.67,117.15,851.9,343.93,213.07,91.94,771.42
South,2012,Annual,509.19,31.05,1340.6,116.99,875.96,340.44,213.48,91.43,766.27
South,2013,Jan,514.28,31.32,1349.95,115.03,861.98,346.42,213.7,92.34,772.66
South,2013,Feb,515.35,31.41,1353.27,116.88,890.24,348.27,214.37,92.66,776.94
South,2013,Mar,515.19,31.52,1355.36,119.46,897.14,349.24,214.76,92.75,780.66
South,2013,Apr,515.99,31.56,1358.74,119.51,883.03,348.71,214.79,92.42,781.82
South,2013,May,516.35,31.62,1363.11,118.74,879.75,347.45,215.37,92.42,781.52
South,2013,Jun,516.55,31.56,1374.65,117.77,881.82,348.74,215.24,92.4,780.88
South,2013,Jul,517.26,31.75,1376.51,115.94,889.18,348.99,215.16,92.4,780.93
South,2013,Aug,519.8,31.85,1376.49,117.12,885.49,351.24,215.13,93.0,782.33
South,2013,Sep,519.49,31.79,1376.38,120.16,879.1,352.69,215.31,93.46,782.38
South,2013,Oct,520.75,31.78,1372.21,121.59,870.55,352.83,215.39,93.61,782.88
South,2013,Nov,519.35,31.71,1371.0,120.5,863.93,351.59,215.3,93.64,783.19
South,2013,Dec,519.63,31.81,1373.5,119.5,867.82,351.1,214.73,93.61,786.42
South,2013,Annual,517.5,31.64,1366.77,118.52,879.17,349.77,214.94,92.89,781.05
South,2014,Jan,522.04,32.0,1379.69,116.7,867.25,353.8,215.18,93.99,787.85
South,2014,Feb,523.52,31.93,1387.03,117.22,871.02,356.86,215.9,94.0,789.05
South,2014,Mar,524.89,31.96,1394.08,120.46,884.2,356.82,216.62,93.86,791.24
South,2014,Apr,527.85,31.97,1395.61,120.72,903.2,357.55,216.99,93.95,790.99
South,2014,May,529.17,31.95,1399.25,119.29,906.74,357.53,217.1,94.01,792.08
South,2014,Jun,529.56,32.01,1409.56,116.94,903.99,357.73,217.43,94.0,796.62
South,2014,Jul,529.75,31.92,1412.92,114.34,897.71,358.26,216.14,94.2,796.74
South,2014,Aug,531.84,31.87,1414.36,114.39,883.64,358.26,214.79,94.85,797.0
South,2014,Sep,533.67,31.84,1415.75,119.31,875.01,357.92,214.85,95.07,796.06
South,2014,Oct,534.41,32.01,1411.28,122.44,860.39,358.37,215.5,94.86,801.17
South,2014,Nov,535.36,32.29,1410.05,120.26,836.02,359.32,215.32,94.71,799.61
South,2014,Dec,536.36,32.16,1413.79,115.12,807.18,359.99,215.09,94.37,802.21
South,2014,Annual,529.87,31.99,1403.61,118.1,874.7,357.7,215.91,94.32,795.05
South,2015,Jan,537.7,32.12,1416.53,111.95,769.89,360.16,215.92,94.48,802.82
South,2015,Feb,539.11,32.19,1419.07,113.57,782.32,362.31,216.61,94.41,803.77
South,2015,Mar,537.95,32.35,1422.19,119.11,799.06,363.56,216.57,94.6,804.14
South,2015,Apr,537.01,32.38,1424.83,121.13,805.21,364.02,217.38,94.73,802.49
South,2015,May,537.52,32.38,1426.46,118.55,825.41,365.22,217.05,94.59,803.89
South,2015,Jun,538.55,32.26,1437.42,116.59,834.67,365.69,216.92,94.57,808.02
South,2015,Jul,539.53,32.24,1440.28,113.03,827.12,365.84,216.91,94.68,808.93
South,2015,Aug,541.14,32.27,1441.68,113.85,808.99,367.06,215.98,95.46,809.35
South,2015,Sep,542.46,32.26,1443.38,118.33,787.57,368.09,215.84,95.93,812.27
South,2015,Oct,543.75,32.47,1440.52,120.33,782.81,369.46,215.94,96.08,815.79
South,2015,Nov,542.32,32.49,1439.63,118.63,779.02,370.24,215.24,96.14,815.05
South,2015,Dec,540.46,32.41,1440.58,113.0,770.1,369.81,215.76,96.12,815.33
South,2015,Annual,539.79,32.32,1432.72,116.51,797.68,365.95,216.34,95.15,808.49
South,2016,Jan,540.46,32.61,1442.89,110.85,762.26,372.91,216.41,96.18,817.61
South,2016,Feb,541.68,32.6,1443.79,114.7,753.46,375.87,217.83,96.15,816.95
South,2016,Mar,540.71,32.53,1445.29,118.57,771.68,376.61,220.0,96.2,818.15
South,2016,Apr,540.77,32.58,1447.38,118.76,787.55,377.24,220.53,96.22,819.7
South,2016,May,539.55,32.8,1452.72,118.55,801.56,376.97,220.54,95.93,824.19
South,2016,Jun,538.45,32.8,1463.57,117.35,807.39,377.96,220.46,95.88,827.94
South,2016,Jul,538.87,32.71,1466.63,115.17,792.88,380.28,219.71,95.89,825.7
South,2016,Aug,539.81,32.62,1469.5,114.47,787.8,386.55,218.52,96.24,825.78
South,2016,Sep,540.25,32.62,1472.89,117.82,790.67,387.46,216.42,96.02,828.07
South,2016,Oct,539.92,32.78,1471.23,120.93,796.64,386.72,216.74,95.56,828.89
South,2016,Nov,539.36,32.74,1470.51,118.84,793.52,386.66,216.9,95.8,829.94
South,2016,Dec,538.72,32.74,1472.84,115.4,800.31,386.65,216.67,95.44,832.2
South,2016,Annual,539.88,32.68,1459.94,116.78,787.14,380.99,218.4,95.96,824.59
South,2017,Jan,540.79,32.85,1479.19,113.9,813.5,389.2,217.58,95.7,828.32
South,2017,Feb,541.58,32.86,1483.56,115.73,809.18,395.06,219.13,95.14,829.16
South,2017,Mar,541.41,33.0,1486.18,118.7,811.87,394.77,219.05,92.81,831.0
South,2017,Apr,542.09,33.06,1488.37,119.11,822.42,392.75,219.15,92.36,833.75
South,2017,May,543.6,32.87,1491.96,117.48,818.53,392.82,219.64,92.26,833.48
South,2017,Jun,543.45,32.79,1503.24,116.4,814.46,394.16,219.87,92.22,835.47
South,2017,Jul,544.26,32.88,1504.96,112.87,808.1,394.03,219.58,92.09,834.61
South,2017,Aug,544.84,32.99,1509.71,113.45,817.59,394.69,219.6,92.57,833.29
South,2017,Sep,545.78,33.17,1513.13,117.17,842.87,394.55,219.31,92.75,835.31
South,2017,Oct,546.6,33.22,1512.77,118.64,827.56,394.4,218.6,93.01,839.57
South,2017,Nov,545.48,33.24,1513.1,116.13,828.5,392.94,218.53,93.2,839.31
South,2017,Dec,546.22,33.17,1515.36,111.74,823.24,393.75,217.45,93.13,840.92
South,2017,Annual,543.84,33.01,1500.13,115.94,819.82,393.6,218.96,93.1,834.52
South,2018,Jan,548.29,33.18,1520.53,111.38,834.06,398.12,217.51,92.99,845.5
South,2018,Feb,547.38,33.3,1524.9,116.35,844.56,400.89,219.76,92.88,843.98
South,2018,Mar,546.96,33.36,1527.08,121.63,844.68,401.74,220.13,92.59,843.22
South,2018,Apr,548.14,33.39,1530.28,122.32,856.41,401.39,219.21,92.5,848.43
South,2018,May,548.31,33.17,1533.82,121.8,867.93,401.08,218.66,92.76,849.31
South,2018,Jun,549.1,33.28,1539.98,119.59,868.62,402.42,219.6,92.92,848.22
South,2018,Jul,549.83,33.18,1543.21,116.22,867.93,400.94,220.89,92.95,849.09
South,2018,Aug,551.05,33.26,1543.88,113.28,867.82,398.83,220.68,93.22,847.34
South,2018,Sep,551.42,33.44,1543.53,117.46,861.15,398.6,221.7,93.58,847.79
South,2018,Oct,551.21,33.57,1545.88,119.6,867.01,398.22,220.69,93.5,851.5
South,2018,Nov,551.82,33.86,1550.84,116.91,848.33,400.32,221.71,92.93,853.02
South,2018,Dec,554.29,33.69,1554.78,112.49,821.93,399.61,222.44,92.72,849.41
South,2018,Annual,549.81,33.39,1538.22,117.42,854.2,400.18,220.25,92.96,848.07
South,2019,Jan,556.26,33.75,1558.46,114.32,816.36,401.74,224.05,92.7,850.43
South,2019,Feb,557.88,33.98,1563.1,118.02,823.85,404.05,225.52,92.8,855.53
South,2019,Mar,559.64,33.87,1567.23,117.69,848.23,404.03,226.98,92.75,855.49
South,2019,Apr,559.77,33.91,1569.98,118.43,866.7,405.7,227.01,92.92,852.11
South,2019,May,558.88,33.97,1572.7,117.66,863.65,406.32,224.36,93.0,854.45
South,2019,Jun,558.04,33.98,1583.5,115.86,851.97,405.99,223.28,93.17,853.35
South,2019,Jul,559.22,34.14,1587.11,114.5,860.09,407.6,222.69,93.19,856.56
South,2019,Aug,559.37,34.24,1586.85,115.53,848.7,409.84,224.17,93.29,857.48
South,2019,Sep,560.04,34.16,1590.08,116.5,840.92,410.02,224.92,93.18,858.29
South,2019,Oct,561.96,34.3,1591.51,115.38,843.67,411.05,226.23,93.56,863.59
South,2019,Nov,561.04,34.29,1592.11,115.86,839.74,412.95,226.84,93.67,863.11
South,2019,Dec,562.37,34.31,1594.06,112.21,838.77,413.67,226.15,93.58,862.57
South,2019,Annual,559.54,34.07,1579.73,116.0,845.22,407.75,225.18,93.15,856.91
South,2020,Jan,564.54,34.35,1599.95,111.33,840.0,415.5,226.27,93.89,866.86
South,2020,Feb,565.53,34.51,1602.97,115.27,835.32,416.24,227.31,93.88,870.02
South,2020,Mar,568.13,34.57,1603.89,115.15,823.26,417.34,227.83,93.84,872.88
South,2020,Apr,576.1,34.47,1602.79,109.71,782.31,419.68,227.01,93.96,870.81
South,2020,May,579.87,34.95,1603.37,106.02,768.37,422.34,225.73,93.95,870.65
South,2020,Jun,583.9,34.85,1609.63,107.31,784.34,421.95,225.96,93.91,874.08
South,2020,Jul,580.94,34.52,1614.74,106.07,806.82,423.55,225.27,94.67,880.41
South,2020,Aug,581.05,34.59,1618.87,106.98,814.92,424.57,226.98,95.33,881.73
South,2020,Sep,580.87,34.57,1621.63,109.1,817.94,424.26,228.48,95.33,885.51
South,2020,Oct,582.58,34.65,1623.9,109.58,819.27,423.4,228.97,95.4,886.19
South,2020,Nov,581.55,34.67,1624.38,108.11,816.75,422.85,227.87,95.65,887.55
South,2020,Dec,582.32,34.45,1625.77,106.67,824.63,422.34,228.17,95.77,888.22
South,2020,Annual,577.28,34.59,1612.66,109.28,811.16,421.17,227.15,94.63,877.91
South,2021,Jan,585.21,34.49,1630.96,107.7,835.0,425.62,229.6,95.78,889.99
South,2021,Feb,587.03,34.65,1633.96,110.14,848.34,427.73,230.53,95.58,895.98
South,2021,Mar,586.86,35.12,1639.69,110.57,877.81,428.69,230.97,95.28,899.11
South,2021,Apr,588.25,35.3,1645.69,110.39,902.69,427.14,233.14,96.07,898.98
South,2021,May,589.99,35.08,1654.28,111.76,930.82,426.72,233.29,96.26,898.53
South,2021,Jun,595.07,35.2,1663.37,111.81,960.54,427.5,231.36,96.32,899.95
South,2021,Jul,598.34,35.31,1671.55,110.45,969.35,429.33,232.61,96.41,907.87
South,2021,Aug,599.94,35.58,1678.01,111.98,964.52,429.98,234.38,97.29,911.87
South,2021,Sep,605.63,35.61,1687.38,113.55,957.1,429.45,237.12,97.65,910.72
South,2021,Oct,612.27,35.51,1696.49,114.48,981.87,432.89,237.88,97.81,915.04
South,2021,Nov,613.29,35.58,1702.08,114.29,1000.26,432.77,235.05,97.81,921.23
South,2021,Dec,616.88,35.53,1708.98,113.5,1003.79,434.01,234.22,98.08,927.51
South,2021,Annual,598.23,35.25,1667.7,111.72,936.01,429.32,233.35,96.69,906.4
South,2022,Jan,623.72,35.7,1725.11,115.57,1011.02,437.69,236.97,97.97,938.04
South,2022,Feb,630.38,36.24,1738.24,118.42,1036.68,439.14,240.95,97.38,947.28
South,2022,Mar,637.27,36.39,1749.94,118.52,1086.63,441.96,239.67,97.45,948.99
South,2022,Apr,643.22,36.2,1761.2,118.12,1088.2,442.53,242.03,97.26,952.64
South,2022,May,649.48,36.12,1777.13,117.68,1122.55,444.1,244.26,97.18,959.66
South,2022,Jun,656.19,36.37,1797.48,117.38,1163.36,447.74,244.65,97.31,961.95
South,2022,Jul,664.47,36.53,1815.19,115.76,1135.09,450.22,244.5,97.14,963.95
South,2022,Aug,669.21,36.75,1830.47,117.4,1096.76,452.2,244.97,97.13,972.37
South,2022,Sep,674.87,36.77,1846.9,120.86,1072.86,453.61,245.26,97.29,976.16
South,2022,Oct,680.15,36.95,1858.08,120.67,1075.58,452.17,246.13,97.34,979.77
All,2012,Jan,555.21,37.99,1468.46,135.6,845.66,346.24,250.44,106.85,826.13
All,2012,Feb,554.78,38.16,1470.54,136.94,860.22,348.28,250.77,106.96,825.82
All,2012,Mar,555.51,38.07,1473.0,141.32,885.95,349.16,251.52,106.99,828.2
All,2012,Apr,556.57,38.06,1474.3,142.68,894.94,349.99,251.48,107.03,830.22
All,2012,May,556.82,38.17,1476.22,141.8,885.65,350.99,251.55,107.18,829.25
All,2012,Jun,557.35,38.28,1483.4,139.08,868.01,352.42,252.4,107.17,831.63
All,2012,Jul,557.51,38.24,1485.16,135.81,859.68,353.62,252.11,107.24,834.65
All,2012,Aug,558.77,38.15,1487.71,137.22,879.0,353.93,252.07,107.63,836.22
All,2012,Sep,559.11,38.21,1489.05,142.84,889.57,354.71,252.15,108.12,836.2
All,2012,Oct,560.49,38.22,1487.77,145.87,883.5,354.98,251.73,108.22,836.59
All,2012,Nov,560.53,38.24,1488.48,143.89,860.61,355.23,251.71,108.19,837.36
All,2012,Dec,561.71,38.3,1489.92,139.54,849.89,355.23,251.01,108.16,837.59
All,2012,Annual,557.86,38.17,1481.17,140.22,871.89,352.06,251.58,107.48,832.49
All,2013,Jan,563.98,38.47,1494.97,138.46,851.68,356.95,251.83,108.59,839.13
All,2013,Feb,563.89,38.69,1498.9,140.26,880.53,359.1,253.0,108.82,840.71
All,2013,Mar,563.96,38.71,1500.64,142.45,886.91,359.89,253.08,108.91,842.77
All,2013,Apr,565.17,38.75,1502.92,143.1,876.93,359.61,253.02,108.59,844.82
All,2013,May,564.42,38.77,1508.97,142.09,880.32,358.77,253.48,108.57,844.25
All,2013,Jun,565.06,38.78,1516.77,140.15,882.75,359.99,253.12,108.48,845.05
All,2013,Jul,565.56,38.87,1518.8,137.94,882.54,360.47,253.07,108.67,847.39
All,2013,Aug,566.52,38.9,1520.06,139.66,879.43,362.2,252.97,109.3,849.39
All,2013,Sep,566.8,38.87,1521.69,144.03,874.9,363.18,252.67,109.79,849.97
All,2013,Oct,567.63,38.93,1518.72,145.55,862.29,363.23,252.67,109.9,850.0
All,2013,Nov,567.08,38.95,1519.3,143.74,853.87,362.94,252.94,109.89,850.75
All,2013,Dec,567.63,39.0,1522.25,140.43,854.14,362.39,251.91,109.9,852.97
All,2013,Annual,565.64,38.81,1512.0,141.49,872.19,360.73,252.81,109.12,846.44
All,2014,Jan,570.02,39.09,1531.32,138.01,856.3,364.53,252.83,110.02,855.14
All,2014,Feb,571.78,39.09,1535.63,139.36,861.2,367.2,253.67,110.05,856.79
All,2014,Mar,573.66,39.12,1542.7,143.13,876.3,367.71,253.9,110.11,858.49
All,2014,Apr,575.9,39.12,1540.85,143.95,890.49,368.29,254.51,110.24,859.16
All,2014,May,578.31,39.18,1547.86,143.21,896.18,368.99,254.46,110.21,859.47
All,2014,Jun,578.26,39.13,1555.51,141.37,896.79,369.4,254.5,110.24,861.15
All,2014,Jul,579.95,39.1,1559.38,138.42,890.06,369.88,254.07,110.41,862.23
All,2014,Aug,581.81,39.34,1560.01,139.62,875.67,369.76,252.91,110.93,863.1
All,2014,Sep,583.76,39.34,1560.71,144.72,868.06,370.43,252.86,111.19,863.44
All,2014,Oct,585.04,39.37,1559.1,146.54,852.99,370.82,253.09,110.82,866.11
All,2014,Nov,585.1,39.62,1558.31,143.28,829.92,372.02,252.29,110.58,865.06
All,2014,Dec,586.97,39.51,1560.59,137.64,801.45,373.1,251.96,110.34,866.78
All,2014,Annual,579.21,39.25,1551.0,141.6,866.28,369.35,253.42,110.43,861.41
All,2015,Jan,588.31,39.48,1566.09,136.07,765.72,374.16,252.86,110.5,870.8
All,2015,Feb,588.65,39.58,1569.62,138.21,778.05,375.7,253.53,110.46,869.31
All,2015,Mar,587.14,39.6,1572.41,142.42,799.78,376.75,254.06,110.46,870.5
All,2015,Apr,587.32,39.57,1574.69,142.8,803.32,378.99,254.52,110.58,870.14
All,2015,May,587.48,39.66,1577.33,141.13,827.96,379.46,254.84,110.33,871.42
All,2015,Jun,588.65,39.52,1586.6,138.76,834.48,378.66,255.29,110.35,876.03
All,2015,Jul,589.42,39.55,1590.03,136.16,831.3,379.09,255.2,110.49,876.74
All,2015,Aug,591.02,39.58,1591.45,138.31,815.89,378.89,254.61,111.05,877.2
All,2015,Sep,593.31,39.58,1593.8,142.74,792.68,379.52,254.48,111.69,878.81
All,2015,Oct,594.31,39.8,1592.1,143.75,785.72,381.88,254.64,111.89,882.25
All,2015,Nov,592.53,39.78,1591.63,141.08,779.89,382.99,253.9,112.04,883.06
All,2015,Dec,591.57,39.72,1592.89,136.36,768.35,382.73,253.6,111.93,882.94
All,2015,Annual,589.98,39.62,1583.22,139.82,798.6,379.07,254.29,110.98,875.77
All,2016,Jan,593.31,39.95,1598.94,135.35,762.87,385.37,254.56,112.0,884.58
All,2016,Feb,593.71,40.1,1602.87,139.44,751.57,388.86,255.81,111.81,885.75
All,2016,Mar,591.75,40.06,1606.0,141.51,767.27,389.14,256.77,111.84,887.87
All,2016,Apr,592.79,40.09,1608.02,141.89,784.25,390.3,257.75,111.87,888.6
All,2016,May,591.47,40.1,1614.81,141.88,796.78,391.35,257.74,111.59,890.51
All,2016,Jun,590.57,40.05,1624.58,139.34,803.39,392.07,257.89,111.54,892.69
All,2016,Jul,590.74,40.03,1628.95,136.62,790.89,393.84,257.4,111.45,893.8
All,2016,Aug,591.13,40.03,1632.51,138.67,783.08,397.42,256.88,111.87,895.2
All,2016,Sep,591.6,40.13,1636.87,142.62,783.89,398.08,256.5,111.76,898.13
All,2016,Oct,591.98,40.3,1637.78,144.73,787.04,398.14,255.99,111.6,898.2
All,2016,Nov,590.45,40.26,1637.83,141.45,783.93,398.23,256.06,111.69,899.3
All,2016,Dec,590.16,40.26,1641.31,136.19,787.3,398.33,255.65,111.68,901.65
All,2016,Annual,591.64,40.11,1622.54,139.97,781.86,393.43,256.58,111.72,893.02
All,2017,Jan,592.38,40.44,1648.94,136.69,799.5,400.24,257.36,111.65,902.62
All,2017,Feb,593.69,40.46,1653.93,140.03,798.92,402.65,259.63,111.45,903.41
All,2017,Mar,594.58,40.52,1655.83,142.42,802.71,402.67,260.07,109.4,904.13
All,2017,Apr,595.95,40.61,1659.39,142.53,811.92,401.83,260.21,109.03,912.23
All,2017,May,596.61,40.49,1665.13,140.55,811.21,401.77,260.07,108.86,911.68
All,2017,Jun,595.75,40.46,1673.46,138.4,807.41,402.49,259.95,108.8,914.23
All,2017,Jul,597.09,40.47,1675.06,136.02,800.2,403.99,260.7,108.72,916.16
All,2017,Aug,597.75,40.53,1680.02,137.87,804.96,404.62,260.73,108.97,914.67
All,2017,Sep,598.94,40.67,1682.47,142.31,821.5,404.3,260.72,109.36,916.21
All,2017,Oct,599.83,40.79,1683.41,143.89,812.2,404.84,260.26,109.61,920.84
All,2017,Nov,598.65,40.85,1683.75,139.25,818.44,404.9,259.73,109.78,921.05
All,2017,Dec,599.53,40.82,1688.2,133.94,814.47,405.41,259.55,109.75,919.95
All,2017,Annual,596.73,40.59,1670.8,139.49,808.62,403.31,259.91,109.62,913.1
All,2018,Jan,602.21,40.91,1694.93,135.78,823.75,408.18,260.23,109.72,923.87
All,2018,Feb,601.98,41.05,1700.62,140.57,831.86,409.74,261.21,109.47,925.18
All,2018,Mar,602.23,41.07,1705.11,142.81,833.81,410.66,261.62,109.23,927.21
All,2018,Apr,604.23,41.15,1708.97,143.66,845.4,410.7,260.93,109.16,934.14
All,2018,May,603.97,41.04,1715.21,142.55,859.01,411.4,260.68,109.42,934.47
All,2018,Jun,604.29,41.16,1720.55,139.24,861.23,412.39,261.32,109.64,934.77
All,2018,Jul,605.51,41.1,1724.26,136.4,858.66,411.69,261.6,109.83,935.44
All,2018,Aug,606.3,41.09,1728.36,135.98,856.43,410.82,260.94,110.28,934.95
All,2018,Sep,607.06,41.34,1728.74,141.52,852.14,411.27,261.36,110.71,935.95
All,2018,Oct,606.97,41.48,1730.91,143.37,856.43,411.75,260.67,110.63,937.9
All,2018,Nov,607.02,41.57,1732.28,138.74,842.15,413.12,261.33,110.0,940.32
All,2018,Dec,609.01,41.54,1738.17,133.84,820.56,413.57,262.55,109.99,939.43
All,2018,Annual,605.07,41.21,1719.01,139.54,845.12,411.27,261.2,109.84,933.64
All,2019,Jan,611.89,41.63,1744.32,135.95,812.65,415.94,263.78,110.06,941.42
All,2019,Feb,613.81,41.78,1749.46,139.51,819.33,416.81,263.87,110.15,945.96
All,2019,Mar,615.01,41.7,1754.97,139.68,837.79,417.72,264.83,110.08,946.63
All,2019,Apr,614.97,41.64,1758.74,139.41,859.07,418.59,265.0,110.16,947.03
All,2019,May,615.93,41.7,1763.29,138.18,864.08,419.95,263.75,110.17,949.64
