Region,Year,Month,Food,Alcoholic_beverages,Housing,Apparel,Transportation,Healthcare,Entertainment,Education_and_communication,Other_goods_and_services
All,2019,Jun,615.82,41.77,1772.1,137.42,854.78,420.49,263.51,110.29,948.48
All,2019,Jul,616.32,41.87,1776.36,135.66,856.12,422.29,263.48,110.49,953.47
All,2019,Aug,616.64,41.9,1777.43,137.3,846.81,425.03,264.2,110.94,956.35
All,2019,Sep,617.92,41.89,1781.15,141.04,839.85,425.5,263.98,111.14,956.6
All,2019,Oct,619.56,41.88,1780.96,140.09,844.41,429.43,265.35,111.24,960.89
All,2019,Nov,619.17,41.76,1781.84,136.58,841.51,430.65,266.22,111.55,963.08
All,2019,Dec,620.02,41.74,1783.9,132.27,836.37,432.47,266.58,111.49,961.29
All,2019,Annual,616.42,41.77,1768.71,137.76,842.73,422.9,264.54,110.65,952.57
All,2020,Jan,622.96,41.94,1792.1,134.21,835.57,434.56,267.55,111.72,967.46
All,2020,Feb,624.91,42.15,1797.5,138.19,833.52,436.06,267.73,111.82,971.27
All,2020,Mar,626.9,42.29,1797.45,137.5,817.8,437.49,268.16,111.78,974.12
All,2020,Apr,636.56,42.41,1796.86,131.48,777.19,438.72,267.44,111.92,973.7
All,2020,May,640.58,42.63,1801.11,127.24,767.92,440.54,269.29,111.89,972.51
All,2020,Jun,643.75,42.68,1807.81,127.41,784.72,441.84,267.62,111.82,975.5
All,2020,Jul,641.59,42.5,1811.9,126.89,805.41,443.5,266.06,113.06,978.8
All,2020,Aug,642.1,42.62,1814.7,129.15,811.91,444.02,267.74,113.48,976.98
All,2020,Sep,642.3,42.63,1816.36,132.54,813.23,443.37,267.99,113.52,978.69
All,2020,Oct,643.89,42.83,1815.68,132.34,814.72,441.84,268.86,113.6,979.24
All,2020,Nov,642.08,43.0,1817.52,129.49,813.69,441.09,269.81,113.65,979.86
All,2020,Dec,644.36,42.9,1820.14,127.08,816.62,440.17,269.1,113.66,984.33
All,2020,Annual,637.66,42.55,1807.43,131.13,807.69,440.27,268.11,112.66,976.04
All,2021,Jan,646.54,42.97,1824.47,130.8,824.93,443.03,267.89,113.67,987.84
All,2021,Feb,647.55,43.01,1829.8,133.26,838.66,444.79,269.82,113.77,991.84
All,2021,Mar,648.62,43.11,1835.72,134.09,865.57,445.24,271.02,113.46,997.58
All,2021,Apr,651.67,43.21,1843.9,133.99,892.79,445.11,273.17,113.82,999.78
All,2021,May,654.35,43.29,1853.15,134.32,921.44,444.54,273.66,114.03,998.43
All,2021,Jun,659.11,43.49,1864.57,133.62,953.59,443.76,273.93,114.17,999.92
All,2021,Jul,663.69,43.54,1872.81,132.24,961.69,444.8,275.45,114.34,1007.07
All,2021,Aug,666.1,43.72,1878.04,134.59,956.12,445.67,276.89,114.84,1011.17
All,2021,Sep,671.76,43.83,1887.04,137.04,948.26,445.31,277.32,115.48,1012.18
All,2021,Oct,678.2,43.79,1897.45,138.06,966.99,447.64,279.21,115.61,1020.77
All,2021,Nov,681.31,43.82,1904.09,135.91,985.0,448.75,278.44,115.54,1023.07
All,2021,Dec,684.79,43.9,1912.09,134.45,988.88,449.73,277.88,115.51,1028.24
All,2021,Annual,662.81,43.47,1866.93,134.36,925.33,445.7,274.56,114.52,1006.49
All,2022,Jan,691.48,44.12,1927.91,137.79,996.6,453.99,280.6,115.53,1036.1
All,2022,Feb,698.69,44.51,1938.65,142.0,1015.56,455.59,283.19,115.56,1047.05
All,2022,Mar,705.7,44.72,1952.43,143.16,1061.19,457.97,283.89,115.21,1052.31
All,2022,Apr,712.81,44.89,1963.62,141.17,1070.69,459.48,284.89,115.0,1056.82
All,2022,May,720.75,45.04,1980.97,141.0,1100.34,461.15,285.92,114.92,1061.66
All,2022,Jun,727.92,45.24,2001.32,140.61,1141.91,463.89,286.61,115.1,1066.61
All,2022,Jul,736.25,45.38,2010.63,139.02,1119.1,466.3,287.51,114.95,1070.61
All,2022,Aug,741.84,45.59,2025.12,141.4,1084.5,469.58,288.28,115.38,1078.39
All,2022,Sep,747.25,45.62,2038.52,144.52,1067.55,472.04,288.6,115.7,1081.92
All,2022,Oct,752.46,45.98,2047.13,143.71,1075.05,470.11,290.59,115.62,1086.97
