Region,Year,Month,Food,Alcoholic_beverages,Housing,Apparel,Transportation,Healthcare,Entertainment,Education_and_communication,Other_goods_and_services
Midwest,2013,Oct,230.354,237.606,205.704,126.359,213.744,431.812,117.048,138.33,390.339
Midwest,2013,Nov,230.359,238.548,206.026,124.98,210.607,431.804,117.302,138.338,391.595
Midwest,2013,Dec,230.478,239.001,206.179,120.556,209.384,431.296,116.428,138.21,392.853
Midwest,2013,Annual,229.83,236.808,205.609,121.148,217.5,428.173,117.453,137.394,388.115
Midwest,2014,Jan,231.723,238.953,207.455,117.688,211.577,433.834,116.7,138.178,393.307
Midwest,2014,Feb,232.859,238.923,208.316,119.523,213.367,437.233,117.396,138.763,393.065
Midwest,2014,Mar,233.757,239.214,209.493,122.568,219.151,439.538,117.294,139.3,393.766
Midwest,2014,Apr,234.753,239.573,209.573,123.408,221.18,440.388,117.647,139.746,394.51
Midwest,2014,May,235.371,239.545,209.752,123.953,222.009,440.186,117.964,139.564,394.741
Midwest,2014,Jun,235.626,240.58,211.476,122.409,224.117,440.647,117.537,139.615,395.564
Midwest,2014,Jul,235.88,240.179,211.842,119.556,220.327,441.813,117.721,139.782,394.249
Midwest,2014,Aug,236.682,241.19,211.589,121.165,216.94,441.918,117.438,140.51,394.396
Midwest,2014,Sep,237.774,241.296,211.459,125.586,216.227,442.786,117.317,140.792,394.583
Midwest,2014,Oct,238.338,241.488,210.644,126.181,211.191,443.915,117.18,140.252,394.814
Midwest,2014,Nov,237.754,242.83,210.352,123.037,205.782,444.814,116.78,139.825,394.513
Midwest,2014,Dec,238.502,241.346,210.686,118.655,196.89,445.585,116.968,139.531,394.717
Midwest,2014,Annual,235.752,240.426,210.22,121.977,214.897,441.055,117.329,139.655,394.352
Midwest,2015,Jan,239.148,240.98,211.328,115.993,186.659,448.542,117.892,139.651,398.28
Midwest,2015,Feb,238.916,241.966,211.179,116.338,192.031,447.3,117.47,139.657,397.738
Midwest,2015,Mar,238.005,242.094,211.611,119.18,196.851,448.997,117.834,139.817,399.511
Midwest,2015,Apr,238.467,242.707,211.339,118.888,197.917,452.309,117.673,139.798,399.24
Midwest,2015,May,238.255,242.664,211.741,117.773,203.114,452.171,117.763,139.344,400.002
Midwest,2015,Jun,238.608,240.891,213.493,117.176,206.151,451.389,117.747,139.146,401.123
Midwest,2015,Jul,239.266,240.512,213.922,115.35,204.646,451.331,117.685,139.346,401.493
Midwest,2015,Aug,240.035,241.594,213.907,117.025,202.612,451.284,117.935,139.846,402.83
Midwest,2015,Sep,241.1,242.382,213.827,121.53,195.985,451.793,118.002,140.481,402.044
Midwest,2015,Oct,240.695,242.937,212.917,122.731,196.789,454.68,117.32,140.687,402.313
Midwest,2015,Nov,239.676,242.242,212.784,120.087,192.703,456.198,116.914,140.814,402.79
Midwest,2015,Dec,239.965,242.342,212.751,116.22,186.673,456.158,116.82,140.809,402.754
Midwest,2015,Annual,239.345,241.943,212.567,118.191,196.844,451.846,117.588,139.95,400.843
Midwest,2016,Jan,240.91,243.266,213.978,115.113,185.47,460.482,117.035,140.759,404.001
Midwest,2016,Feb,240.425,244.264,214.511,117.623,182.112,462.96,117.977,140.329,405.629
Midwest,2016,Mar,239.494,244.757,214.948,117.964,188.629,464.165,118.423,140.305,406.81
Midwest,2016,Apr,240.489,244.237,214.974,118.214,192.163,465.161,119.005,140.773,406.716
Midwest,2016,May,239.941,244.453,215.543,118.928,195.422,466.955,118.939,140.355,408.204
Midwest,2016,Jun,239.478,244.428,217.518,116.767,198.807,467.605,119.718,140.213,409.344
Midwest,2016,Jul,239.193,244.086,217.823,113.7,193.405,470.786,119.374,140.204,408.123
Midwest,2016,Aug,239.736,244.022,218.07,115.994,192.636,473.82,118.858,140.606,408.757
Midwest,2016,Sep,239.803,244.116,218.816,118.904,192.363,474.779,119.023,140.582,410.438
Midwest,2016,Oct,240.215,245.048,217.842,120.841,192.021,476.005,118.379,140.679,410.481
Midwest,2016,Nov,239.266,244.058,217.903,118.575,189.63,477.271,118.505,140.313,410.145
Midwest,2016,Dec,238.923,245.204,217.867,113.436,192.164,477.476,117.984,140.552,412.612
Midwest,2016,Annual,239.823,244.328,216.649,117.172,191.235,469.789,118.602,140.473,408.438
Midwest,2017,Jan,239.464,246.391,219.369,113.754,195.395,479.115,118.86,140.444,412.612
Midwest,2017,Feb,240.0,245.662,219.711,116.785,193.85,480.573,120.781,140.076,412.232
Midwest,2017,Mar,240.33,245.68,219.759,118.906,195.223,479.253,121.447,137.614,412.323
Midwest,2017,Apr,240.532,246.063,220.351,121.045,197.985,479.011,121.578,136.82,413.453
Midwest,2017,May,240.989,246.153,221.42,119.265,196.661,478.245,121.097,136.537,414.166
Midwest,2017,Jun,240.139,246.259,223.325,115.627,195.076,478.231,121.091,136.183,413.821
Midwest,2017,Jul,240.237,246.288,222.809,115.604,193.971,482.591,122.812,136.245,415.468
Midwest,2017,Aug,241.352,246.791,222.978,117.48,194.846,483.167,123.12,136.534,416.243
Midwest,2017,Sep,241.808,247.648,223.455,120.438,196.614,478.861,122.565,137.11,416.205
Midwest,2017,Oct,242.612,248.135,222.389,122.206,195.305,478.733,122.531,137.489,418.438
Midwest,2017,Nov,242.006,249.271,222.701,118.508,198.648,479.998,121.69,137.609,418.869
Midwest,2017,Dec,241.621,249.453,222.996,114.054,196.875,480.251,121.51,137.966,417.834
Midwest,2017,Annual,240.924,246.983,221.772,117.806,195.871,479.836,121.59,137.552,415.139
Midwest,2018,Jan,242.601,250.865,223.996,116.481,200.064,481.011,122.318,137.948,418.84
Midwest,2018,Feb,242.865,251.636,224.834,119.68,199.926,481.849,122.405,137.778,414.035
Midwest,2018,Mar,242.51,251.48,225.275,120.121,201.054,482.275,122.187,137.461,418.27
Midwest,2018,Apr,243.762,251.166,225.719,119.83,203.479,482.487,122.365,137.377,425.978
Midwest,2018,May,243.329,249.979,226.692,118.603,207.561,484.692,122.273,137.534,425.22
Midwest,2018,Jun,243.803,249.895,227.628,117.018,207.87,484.324,122.23,137.613,425.311
Midwest,2018,Jul,243.935,249.176,227.948,113.443,207.654,483.967,121.967,137.98,426.409
Midwest,2018,Aug,243.119,248.942,228.447,113.081,207.2,484.957,120.786,138.398,426.414
Midwest,2018,Sep,243.762,251.179,228.659,118.79,205.689,485.951,120.6,138.124,426.977
Midwest,2018,Oct,243.882,252.466,228.903,121.445,205.094,486.365,120.033,138.305,427.53
Midwest,2018,Nov,243.269,253.211,228.707,117.674,200.177,487.769,119.929,137.491,428.857
Midwest,2018,Dec,243.67,253.315,229.553,113.291,194.978,487.717,120.65,137.412,429.502
Midwest,2018,Annual,243.376,251.109,227.197,117.455,203.396,484.447,121.479,137.785,424.445
Midwest,2019,Jan,245.015,253.559,230.194,114.788,192.64,492.369,121.229,137.834,428.893
Midwest,2019,Feb,246.428,254.311,230.869,118.579,197.175,491.532,121.032,137.823,431.938
Midwest,2019,Mar,245.913,254.159,231.701,117.625,203.171,491.086,121.194,137.446,431.444
Midwest,2019,Apr,245.689,253.893,231.999,115.838,207.665,487.594,120.985,137.404,432.934
Midwest,2019,May,246.953,253.144,232.79,114.92,207.945,492.063,121.203,137.108,434.887
Midwest,2019,Jun,247.346,254.268,233.655,114.069,206.242,493.894,120.979,137.33,433.359
Midwest,2019,Jul,246.889,255.142,234.158,113.802,207.344,495.492,121.251,137.018,435.996
Midwest,2019,Aug,247.123,254.981,234.214,116.262,205.05,500.589,121.262,137.387,436.23
Midwest,2019,Sep,247.641,254.578,234.593,119.79,202.862,500.625,121.085,137.788,438.131
Midwest,2019,Oct,247.914,254.243,234.522,120.115,202.633,508.101,121.512,137.766,439.682
Midwest,2019,Nov,248.037,254.112,234.223,116.404,201.087,507.577,122.834,138.572,441.087
Midwest,2019,Dec,248.223,254.606,234.889,111.711,200.968,505.493,123.028,138.55,439.894
Midwest,2019,Annual,246.931,254.25,233.151,116.159,202.899,497.201,121.466,137.669,435.373
Midwest,2020,Jan,249.149,255.82,235.848,113.913,201.165,507.573,123.725,138.804,442.284
Midwest,2020,Feb,249.998,255.963,236.473,115.759,200.811,512.813,123.761,139.094,444.148
Midwest,2020,Mar,250.385,257.042,236.274,114.5,194.627,513.815,123.663,138.982,445.981
Midwest,2020,Apr,253.291,256.055,235.453,110.183,182.38,513.998,123.227,138.97,445.297
Midwest,2020,May,255.009,255.647,236.766,106.846,183.753,515.567,123.004,138.892,444.549
Midwest,2020,Jun,255.935,257.467,237.99,105.982,189.894,517.94,123.04,139.006,447.885
Midwest,2020,Jul,255.251,259.202,238.178,106.074,195.695,519.089,121.476,140.55,446.854
Midwest,2020,Aug,254.488,259.869,238.822,107.366,198.115,521.898,122.053,141.137,443.845
Midwest,2020,Sep,254.773,259.826,238.977,110.971,197.449,522.679,123.799,141.456,445.046
Midwest,2020,Oct,255.915,260.147,238.811,112.418,196.665,520.319,123.656,141.188,444.292
Midwest,2020,Nov,254.737,261.211,239.34,108.941,195.565,519.503,124.17,140.452,445.559
Midwest,2020,Dec,255.213,261.004,239.663,106.713,196.331,518.433,123.939,140.421,446.941
Midwest,2020,Annual,253.679,258.271,237.716,109.972,194.371,516.969,123.293,139.913,445.223
Midwest,2021,Jan,256.795,262.158,239.842,110.662,197.506,523.287,124.181,140.919,446.74
Midwest,2021,Feb,257.124,262.583,241.06,113.36,202.003,525.867,125.616,141.211,447.0
Midwest,2021,Mar,257.522,260.342,242.209,113.075,208.068,525.593,125.974,141.141,451.954
Midwest,2021,Apr,258.666,260.706,243.467,112.027,214.868,523.738,126.499,141.016,453.953
Midwest,2021,May,260.372,263.312,244.883,112.137,222.265,523.59,127.355,141.392,453.565
Midwest,2021,Jun,262.685,263.61,246.977,110.38,230.315,522.287,126.562,141.6,452.794
Midwest,2021,Jul,264.563,264.404,248.779,109.23,233.423,522.055,126.935,141.853,455.936
Midwest,2021,Aug,266.1,263.907,249.75,109.793,232.393,523.732,126.79,141.308,458.956
Midwest,2021,Sep,268.772,265.691,251.165,112.764,230.233,521.982,125.82,141.89,458.443
Midwest,2021,Oct,271.335,263.73,252.586,114.918,233.869,523.379,126.909,142.26,463.89
Midwest,2021,Nov,272.824,263.968,253.207,111.784,238.028,524.39,127.123,141.904,465.276
Midwest,2021,Dec,274.453,265.448,253.832,110.516,238.179,527.708,128.253,141.707,465.205
Midwest,2021,Annual,264.268,263.322,247.313,111.721,223.429,523.967,126.501,141.517,456.143
Midwest,2022,Jan,277.344,265.339,254.763,114.139,240.942,531.401,129.701,142.02,473.538
Midwest,2022,Feb,280.15,265.677,256.445,117.739,244.866,531.165,130.952,142.631,477.09
Midwest,2022,Mar,283.955,266.416,257.919,117.961,255.194,534.114,131.349,141.202,479.494
Midwest,2022,Apr,287.716,269.782,258.909,117.101,256.638,535.17,132.268,141.027,481.37
Midwest,2022,May,291.562,272.542,262.201,116.845,266.058,537.633,132.741,141.049,485.161
Midwest,2022,Jun,293.901,273.551,266.307,116.685,277.141,541.025,132.227,140.999,486.965
Midwest,2022,Jul,297.499,275.49,266.822,115.409,270.412,545.007,132.843,140.545,489.613
Midwest,2022,Aug,300.558,275.415,268.204,116.773,260.777,548.159,133.604,141.135,491.79
Midwest,2022,Sep,302.844,274.172,269.309,119.482,258.416,550.779,134.222,141.486,494.655
Midwest,2022,Oct,304.053,278.109,268.641,118.272,260.375,548.934,136.241,140.989,495.642
South,2012,Jan,231.949,215.565,205.535,130.075,210.995,387.581,114.057,129.634,383.469
South,2012,Feb,232.026,216.65,205.748,131.898,216.121,390.451,114.094,129.902,382.425
South,2012,Mar,232.12,216.677,205.902,136.32,221.532,391.985,114.799,129.844,383.842
South,2012,Apr,232.868,217.143,206.344,137.318,224.411,392.696,114.791,129.905,385.596
South,2012,May,232.489,216.998,206.556,136.626,219.297,392.786,114.946,130.154,384.653
South,2012,Jun,232.986,216.868,207.997,134.757,213.034,397.266,115.108,130.225,385.413
South,2012,Jul,233.034,216.56,208.087,130.628,212.387,397.983,114.859,130.08,385.498
South,2012,Aug,233.486,215.009,208.26,130.673,218.593,396.445,114.747,130.494,385.888
South,2012,Sep,233.9,214.769,208.411,136.002,221.886,397.093,114.805,130.86,386.39
South,2012,Oct,234.709,215.532,207.863,140.439,218.374,396.371,114.466,131.149,386.185
South,2012,Nov,234.333,216.07,207.998,138.147,212.487,398.082,114.579,131.194,387.557
South,2012,Dec,234.736,216.762,208.346,135.012,210.699,398.857,114.418,131.1,388.0
South,2012,Annual,233.22,216.217,207.254,134.825,216.651,394.8,114.639,130.378,385.41
South,2013,Jan,235.552,218.106,208.699,132.567,213.192,401.735,114.757,131.666,388.625
South,2013,Feb,236.042,218.714,209.213,134.698,220.182,403.883,115.116,132.12,390.774
South,2013,Mar,235.97,219.511,209.535,137.679,221.888,405.009,115.325,132.256,392.645
South,2013,Apr,236.337,219.808,210.058,137.729,218.399,404.398,115.342,131.788,393.23
South,2013,May,236.499,220.204,210.734,136.843,217.587,402.929,115.652,131.787,393.078
South,2013,Jun,236.592,219.783,212.518,135.722,218.099,404.429,115.585,131.75,392.759
South,2013,Jul,236.915,221.081,212.805,133.613,219.921,404.715,115.542,131.753,392.78
South,2013,Aug,238.078,221.781,212.802,134.981,219.008,407.328,115.523,132.616,393.486
South,2013,Sep,237.937,221.388,212.786,138.479,217.427,409.005,115.623,133.261,393.513
South,2013,Oct,238.514,221.341,212.14,140.129,215.312,409.169,115.664,133.484,393.762
South,2013,Nov,237.876,220.837,211.954,138.872,213.674,407.736,115.614,133.517,393.918
South,2013,Dec,238.001,221.538,212.34,137.721,214.637,407.168,115.308,133.48,395.546
South,2013,Annual,237.026,220.341,211.299,136.586,217.444,405.625,115.421,132.457,392.843
South,2014,Jan,239.105,222.867,213.297,134.492,214.497,410.294,115.549,134.025,396.262
South,2014,Feb,239.782,222.32,214.432,135.088,215.429,413.85,115.936,134.031,396.868
South,2014,Mar,240.411,222.572,215.521,138.826,218.688,413.797,116.324,133.835,397.969
South,2014,Apr,241.767,222.661,215.758,139.132,223.388,414.646,116.523,133.962,397.844
South,2014,May,242.371,222.513,216.321,137.484,224.263,414.62,116.585,134.044,398.392
South,2014,Jun,242.549,222.903,217.915,134.771,223.584,414.855,116.759,134.042,400.674
South,2014,Jul,242.637,222.315,218.435,131.768,222.03,415.471,116.065,134.323,400.736
South,2014,Aug,243.595,221.932,218.657,131.83,218.549,415.472,115.344,135.248,400.864
South,2014,Sep,244.435,221.751,218.871,137.5,216.416,415.075,115.376,135.561,400.392
South,2014,Oct,244.771,222.879,218.18,141.107,212.8,415.601,115.723,135.265,402.96
South,2014,Nov,245.205,224.885,217.99,138.597,206.773,416.704,115.626,135.056,402.176
South,2014,Dec,245.663,223.922,218.569,132.677,199.639,417.474,115.502,134.559,403.484
South,2014,Annual,242.691,222.793,216.995,136.106,216.338,414.822,115.943,134.496,399.885
South,2015,Jan,246.28,223.687,218.993,129.018,190.415,417.671,115.948,134.728,403.79
South,2015,Feb,246.924,224.177,219.385,130.884,193.49,420.167,116.318,134.623,404.27
South,2015,Mar,246.392,225.25,219.868,137.271,197.631,421.612,116.3,134.89,404.454
South,2015,Apr,245.962,225.502,220.275,139.604,199.151,422.149,116.731,135.079,403.625
South,2015,May,246.196,225.458,220.528,136.621,204.147,423.536,116.554,134.875,404.332
South,2015,Jun,246.67,224.657,222.222,134.364,206.437,424.087,116.487,134.843,406.407
South,2015,Jul,247.118,224.514,222.664,130.264,204.57,424.259,116.483,135.008,406.867
South,2015,Aug,247.855,224.702,222.88,131.214,200.086,425.673,115.982,136.115,407.078
South,2015,Sep,248.458,224.656,223.144,136.367,194.788,426.865,115.907,136.792,408.546
South,2015,Oct,249.05,226.136,222.701,138.679,193.612,428.455,115.958,137.002,410.318
South,2015,Nov,248.396,226.257,222.564,136.716,192.674,429.361,115.582,137.092,409.946
South,2015,Dec,247.543,225.705,222.71,130.231,190.467,428.859,115.861,137.064,410.087
South,2015,Annual,247.237,225.058,221.495,134.269,197.289,424.391,116.176,135.676,406.643
South,2016,Jan,247.542,227.087,223.068,127.75,188.529,432.458,116.211,137.146,411.232
South,2016,Feb,248.101,227.009,223.206,132.186,186.352,435.89,116.974,137.103,410.899
South,2016,Mar,247.659,226.532,223.438,136.65,190.858,436.755,118.139,137.169,411.505
South,2016,Apr,247.685,226.871,223.762,136.869,194.784,437.48,118.426,137.2,412.283
South,2016,May,247.128,228.379,224.587,136.625,198.25,437.172,118.432,136.79,414.542
South,2016,Jun,246.622,228.427,226.264,135.24,199.69,438.314,118.389,136.717,416.425
South,2016,Jul,246.816,227.781,226.738,132.727,196.101,441.004,117.984,136.731,415.302
South,2016,Aug,247.244,227.167,227.181,131.921,194.845,448.279,117.345,137.224,415.343
South,2016,Sep,247.447,227.177,227.706,135.785,195.556,449.332,116.218,136.917,416.491
South,2016,Oct,247.297,228.258,227.449,139.363,197.032,448.472,116.389,136.266,416.906
South,2016,Nov,247.037,227.962,227.337,136.965,196.26,448.405,116.476,136.608,417.433
South,2016,Dec,246.747,228.026,227.697,132.997,197.939,448.393,116.351,136.085,418.568
South,2016,Annual,247.277,227.556,225.703,134.59,194.683,441.83,117.278,136.83,414.744
South,2017,Jan,247.693,228.75,228.679,131.261,201.201,451.354,116.842,136.461,416.62
South,2017,Feb,248.056,228.805,229.355,133.371,200.134,458.149,117.675,135.664,417.039
South,2017,Mar,247.977,229.795,229.76,136.803,200.798,457.812,117.628,132.337,417.968
South,2017,Apr,248.291,230.191,230.099,137.268,203.409,455.471,117.681,131.698,419.349
South,2017,May,248.979,228.905,230.654,135.39,202.445,455.545,117.944,131.549,419.213
South,2017,Jun,248.914,228.33,232.397,134.145,201.44,457.102,118.069,131.495,420.214
South,2017,Jul,249.284,228.953,232.663,130.081,199.866,456.954,117.914,131.319,419.781
South,2017,Aug,249.549,229.753,233.398,130.746,202.213,457.722,117.923,132.004,419.118
South,2017,Sep,249.981,230.979,233.926,135.036,208.467,457.56,117.769,132.253,420.135
South,2017,Oct,250.357,231.365,233.871,136.724,204.679,457.382,117.386,132.618,422.274
South,2017,Nov,249.842,231.47,233.922,133.839,204.911,455.694,117.348,132.893,422.145
South,2017,Dec,250.183,230.971,234.271,128.781,203.612,456.631,116.768,132.795,422.957
South,2017,Annual,249.092,229.856,231.916,133.62,202.765,456.448,117.579,132.757,419.734
South,2018,Jan,251.127,231.076,235.071,128.36,206.288,461.691,116.802,132.601,425.261
South,2018,Feb,250.71,231.864,235.746,134.086,208.883,464.905,118.011,132.438,424.495
South,2018,Mar,250.519,232.296,236.083,140.171,208.913,465.888,118.209,132.027,424.111
South,2018,Apr,251.061,232.539,236.578,140.976,211.814,465.488,117.716,131.891,426.734
South,2018,May,251.137,230.98,237.125,140.367,214.664,465.132,117.42,132.27,427.174
South,2018,Jun,251.502,231.737,238.077,137.828,214.836,466.684,117.923,132.497,426.629
South,2018,Jul,251.835,231.031,238.577,133.946,214.663,464.964,118.616,132.541,427.067
South,2018,Aug,252.392,231.616,238.681,130.556,214.636,462.52,118.505,132.929,426.185
South,2018,Sep,252.561,232.89,238.627,135.366,212.987,462.251,119.052,133.443,426.409
South,2018,Oct,252.466,233.744,238.989,137.831,214.437,461.815,118.512,133.319,428.279
South,2018,Nov,252.744,235.796,239.757,134.732,209.816,464.243,119.058,132.51,429.039
South,2018,Dec,253.875,234.608,240.366,129.644,203.286,463.428,119.452,132.218,427.225
South,2018,Annual,251.827,232.515,237.806,135.322,211.269,464.084,118.273,132.557,426.551
South,2019,Jan,254.78,235.026,240.934,131.748,201.909,465.889,120.317,132.185,427.738
South,2019,Feb,255.522,236.622,241.652,136.017,203.762,468.571,121.102,132.326,430.303
South,2019,Mar,256.326,235.885,242.29,135.636,209.792,468.551,121.886,132.249,430.284
South,2019,Apr,256.387,236.128,242.715,136.487,214.361,470.483,121.906,132.496,428.586
South,2019,May,255.978,236.554,243.136,135.596,213.605,471.203,120.48,132.605,429.763
South,2019,Jun,255.594,236.61,244.805,133.527,210.716,470.823,119.903,132.851,429.206
South,2019,Jul,256.133,237.757,245.364,131.962,212.724,472.693,119.585,132.881,430.82
South,2019,Aug,256.205,238.416,245.324,133.148,209.909,475.283,120.379,133.022,431.284
South,2019,Sep,256.51,237.871,245.823,134.259,207.983,475.494,120.782,132.87,431.693
South,2019,Oct,257.388,238.832,246.044,132.967,208.663,476.689,121.488,133.408,434.357
South,2019,Nov,256.969,238.777,246.137,133.525,207.692,478.888,121.814,133.564,434.117
South,2019,Dec,257.576,238.943,246.438,129.315,207.452,479.724,121.445,133.445,433.843
South,2019,Annual,256.281,237.285,244.222,133.682,209.047,472.858,120.924,132.825,431.0
South,2020,Jan,258.57,239.176,247.349,128.299,207.755,481.849,121.506,133.885,436.0
South,2020,Feb,259.024,240.292,247.815,132.851,206.599,482.705,122.065,133.869,437.594
South,2020,Mar,260.215,240.71,247.958,132.705,203.615,483.983,122.344,133.811,439.029
South,2020,Apr,263.867,240.059,247.788,126.434,193.489,486.703,121.903,133.983,437.99
South,2020,May,265.593,243.359,247.878,122.185,190.04,489.782,121.219,133.959,437.909
South,2020,Jun,267.44,242.664,248.845,123.677,193.989,489.332,121.338,133.907,439.636
South,2020,Jul,266.084,240.369,249.635,122.242,199.55,491.186,120.971,134.999,442.82
South,2020,Aug,266.136,240.886,250.273,123.292,201.553,492.367,121.889,135.936,443.482
South,2020,Sep,266.052,240.727,250.701,125.739,202.301,492.009,122.694,135.932,445.382
South,2020,Oct,266.835,241.302,251.051,126.286,202.628,491.017,122.955,136.026,445.724
South,2020,Nov,266.363,241.455,251.126,124.596,202.005,490.37,122.364,136.393,446.41
South,2020,Dec,266.717,239.884,251.34,122.932,203.954,489.78,122.526,136.554,446.748
South,2020,Annual,264.408,240.907,249.313,125.937,200.623,488.424,121.981,134.938,441.56
South,2021,Jan,268.038,240.168,252.143,124.118,206.52,493.592,123.295,136.575,447.634
South,2021,Feb,268.872,241.32,252.607,126.931,209.818,496.035,123.795,136.293,450.65
South,2021,Mar,268.796,244.542,253.492,127.426,217.108,497.142,124.032,135.862,452.223
South,2021,Apr,269.43,245.797,254.42,127.227,223.261,495.347,125.196,136.995,452.159
South,2021,May,270.23,244.295,255.748,128.801,230.219,494.859,125.277,137.255,451.932
South,2021,Jun,272.556,245.152,257.154,128.858,237.569,495.772,124.239,137.344,452.648
South,2021,Jul,274.055,245.889,258.418,127.285,239.749,497.884,124.913,137.472,456.627
South,2021,Aug,274.788,247.761,259.417,129.051,238.554,498.642,125.861,138.733,458.64
South,2021,Sep,277.392,247.947,260.865,130.867,236.719,498.025,127.335,139.237,458.062
South,2021,Oct,280.435,247.308,262.273,131.939,242.844,502.016,127.743,139.465,460.236
South,2021,Nov,280.901,247.772,263.137,131.72,247.393,501.88,126.223,139.463,463.349
South,2021,Dec,282.547,247.44,264.204,130.807,248.267,503.32,125.775,139.85,466.509
South,2021,Annual,274.003,245.449,257.823,128.753,231.502,497.876,125.307,137.879,455.889
South,2022,Jan,285.677,248.588,266.698,133.194,250.055,507.582,127.253,139.695,471.803
South,2022,Feb,288.729,252.384,268.728,136.479,256.401,509.264,129.388,138.857,476.452
South,2022,Mar,291.883,253.443,270.537,136.594,268.755,512.534,128.704,138.955,477.312
South,2022,Apr,294.609,252.096,272.278,136.131,269.144,513.192,129.972,138.682,479.148
South,2022,May,297.475,251.54,274.741,135.625,277.639,515.023,131.169,138.577,482.677
South,2022,Jun,300.55,253.259,277.887,135.275,287.733,519.243,131.375,138.753,483.83
South,2022,Jul,304.342,254.382,280.625,133.414,280.741,522.121,131.294,138.52,484.836
South,2022,Aug,306.513,255.928,282.986,135.296,271.261,524.413,131.551,138.494,489.069
South,2022,Sep,309.105,256.052,285.527,139.289,265.348,526.044,131.706,138.724,490.976
South,2022,Oct,311.524,257.323,287.255,139.069,266.021,524.379,132.171,138.796,492.794
All,2012,Jan,232.666,229.704,220.805,122.105,210.799,408.056,114.183,133.067,391.382
All,2012,Feb,232.486,230.704,221.117,123.312,214.429,410.466,114.333,133.199,391.236
All,2012,Mar,232.792,230.193,221.487,127.258,220.842,411.498,114.675,133.235,392.364
All,2012,Apr,233.234,230.092,221.682,128.485,223.083,412.48,114.656,133.284,393.32
All,2012,May,233.339,230.766,221.971,127.688,220.768,413.655,114.689,133.47,392.859
All,2012,Jun,233.563,231.444,223.051,125.241,216.369,415.345,115.08,133.456,393.989
All,2012,Jul,233.63,231.192,223.316,122.3,214.294,416.759,114.944,133.546,395.418
All,2012,Aug,234.156,230.674,223.699,123.568,219.11,417.123,114.929,134.039,396.161
All,2012,Sep,234.298,231.018,223.901,128.63,221.745,418.039,114.963,134.639,396.155
All,2012,Oct,234.878,231.058,223.708,131.359,220.232,418.359,114.774,134.767,396.337
All,2012,Nov,234.896,231.178,223.814,129.573,214.525,418.653,114.763,134.736,396.702
All,2012,Dec,235.39,231.572,224.032,125.656,211.853,418.654,114.442,134.694,396.814
All,2012,Annual,233.777,230.8,222.715,126.265,217.337,414.924,114.703,133.844,394.395
All,2013,Jan,236.341,232.558,224.79,124.687,212.299,420.687,114.816,135.225,397.543
All,2013,Feb,236.301,233.898,225.382,126.303,219.491,423.221,115.35,135.517,398.291
All,2013,Mar,236.332,234.015,225.643,128.279,221.08,424.154,115.386,135.625,399.265
All,2013,Apr,236.841,234.282,225.986,128.861,218.592,423.815,115.359,135.23,400.239
All,2013,May,236.526,234.425,226.896,127.952,219.438,422.834,115.57,135.204,399.966
All,2013,Jun,236.792,234.46,228.068,126.205,220.044,424.264,115.407,135.098,400.347
All,2013,Jul,237.001,235.022,228.374,124.215,219.992,424.836,115.384,135.334,401.454
All,2013,Aug,237.406,235.199,228.564,125.767,219.217,426.866,115.336,136.119,402.403
All,2013,Sep,237.522,234.999,228.808,129.701,218.088,428.026,115.203,136.723,402.675
All,2013,Oct,237.871,235.348,228.362,131.07,214.943,428.082,115.202,136.86,402.693
All,2013,Nov,237.641,235.47,228.449,129.435,212.844,427.74,115.325,136.844,403.047
All,2013,Dec,237.869,235.804,228.892,126.461,212.911,427.089,114.855,136.857,404.097
All,2013,Annual,237.037,234.623,227.351,127.411,217.412,425.135,115.266,135.886,401.002
All,2014,Jan,238.872,236.34,230.256,124.275,213.45,429.621,115.275,137.005,405.127
All,2014,Feb,239.608,236.314,230.905,125.493,214.673,432.769,115.656,137.045,405.91
All,2014,Mar,240.398,236.512,231.968,128.888,218.435,433.369,115.763,137.125,406.715
All,2014,Apr,241.337,236.53,231.689,129.629,221.972,434.054,116.042,137.279,407.03
All,2014,May,242.344,236.894,232.744,128.963,223.392,434.874,116.018,137.244,407.178
All,2014,Jun,242.326,236.569,233.894,127.302,223.543,435.352,116.037,137.279,407.974
All,2014,Jul,243.034,236.387,234.475,124.645,221.867,435.924,115.838,137.499,408.483
All,2014,Aug,243.811,237.829,234.571,125.726,218.279,435.777,115.311,138.139,408.898
All,2014,Sep,244.63,237.828,234.675,130.324,216.383,436.575,115.286,138.474,409.059
All,2014,Oct,245.166,238.045,234.434,131.961,212.626,437.027,115.394,138.008,410.325
All,2014,Nov,245.192,239.551,234.315,129.023,206.874,438.445,115.026,137.708,409.825
All,2014,Dec,245.976,238.856,234.658,123.942,199.777,439.72,114.875,137.41,410.642
All,2014,Annual,242.725,237.305,233.215,127.514,215.939,435.292,115.543,137.518,408.097
All,2015,Jan,246.538,238.718,235.485,122.527,190.871,440.969,115.288,137.604,412.545
All,2015,Feb,246.68,239.269,236.016,124.457,193.944,442.783,115.593,137.56,411.837
All,2015,Mar,246.045,239.437,236.435,128.245,199.363,444.02,115.835,137.564,412.402
All,2015,Apr,246.121,239.237,236.777,128.593,200.245,446.663,116.045,137.707,412.231
All,2015,May,246.187,239.8,237.175,127.083,206.386,447.213,116.19,137.4,412.841
